==21021== NVPROF is profiling process 21021, command: ./automata-cuda sandsim
==21021== Profiling application: ./automata-cuda sandsim
==21021== Profiling result:
   Start  Duration  Name
25.3750s  5.9910us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [716])
25.3750s  101.59ms  cudaMemcpyAsync
25.4953s  49.306us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [718])
25.4954s  7.1890us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [719])
25.4954s  103.18ms  cudaMemcpyAsync
25.6173s  37.004us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [721])
25.6174s  6.0110us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [722])
25.6174s  100.62ms  cudaMemcpyAsync
25.7367s  35.488us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [724])
25.7367s  5.9880us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [725])
25.7368s  99.413ms  cudaMemcpyAsync
25.8551s  37.190us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [727])
25.8551s  5.8860us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [728])
25.8551s  101.96ms  cudaMemcpyAsync
25.9758s  36.649us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [730])
25.9759s  6.3330us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [731])
25.9759s  102.09ms  cudaMemcpyAsync
26.0968s  38.114us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [733])
26.0969s  6.0870us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [734])
26.0969s  101.93ms  cudaMemcpyAsync
26.2175s  35.612us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [736])
26.2176s  5.7270us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [737])
26.2176s  101.99ms  cudaMemcpyAsync
26.3385s  38.775us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [739])
26.3386s  6.6370us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [740])
26.3386s  100.12ms  cudaMemcpyAsync
26.4575s  35.737us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [742])
26.4575s  6.0850us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [743])
26.4576s  102.01ms  cudaMemcpyAsync
26.5785s  47.254us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [745])
26.5786s  8.2740us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [746])
26.5786s  102.66ms  cudaMemcpyAsync
26.7001s  36.372us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [748])
26.7002s  5.8020us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [749])
26.7002s  100.83ms  cudaMemcpyAsync
26.8201s  36.977us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [751])
26.8201s  6.2650us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [752])
26.8201s  101.50ms  cudaMemcpyAsync
26.9406s  36.461us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [754])
26.9406s  6.2210us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [755])
26.9406s  102.07ms  cudaMemcpyAsync
27.0616s  38.420us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [757])
27.0617s  6.0930us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [758])
27.0617s  102.89ms  cudaMemcpyAsync
27.1841s  37.869us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [760])
27.1841s  6.5360us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [761])
27.1841s  101.24ms  cudaMemcpyAsync
27.3044s  36.034us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [763])
27.3045s  6.5510us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [764])
27.3045s  100.48ms  cudaMemcpyAsync
27.4239s  36.781us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [766])
27.4240s  6.1970us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [767])
27.4240s  101.46ms  cudaMemcpyAsync
27.5444s  38.117us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [769])
27.5445s  6.6610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [770])
27.5445s  100.54ms  cudaMemcpyAsync
27.6640s  35.949us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [772])
27.6641s  6.0020us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [773])
27.6641s  99.391ms  cudaMemcpyAsync
27.7824s  36.158us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [775])
27.7824s  6.4110us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [776])
27.7824s  101.35ms  cudaMemcpyAsync
27.9028s  36.545us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [778])
27.9028s  5.6930us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [779])
27.9028s  101.91ms  cudaMemcpyAsync
28.0237s  36.580us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [781])
28.0238s  5.9240us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [782])
28.0238s  101.66ms  cudaMemcpyAsync
28.1445s  52.808us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [784])
28.1445s  7.1700us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [785])
28.1445s  101.91ms  cudaMemcpyAsync
28.2653s  36.641us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [787])
28.2653s  5.7730us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [788])
28.2653s  102.15ms  cudaMemcpyAsync
28.3867s  36.626us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [790])
28.3867s  5.7450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [791])
28.3867s  101.74ms  cudaMemcpyAsync
28.5075s  37.886us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [793])
28.5075s  7.6960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [794])
28.5075s  101.25ms  cudaMemcpyAsync
28.6277s  35.466us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [796])
28.6278s  7.3420us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [797])
28.6278s  101.26ms  cudaMemcpyAsync
28.7481s  36.238us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [799])
28.7482s  6.0720us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [800])
28.7482s  101.86ms  cudaMemcpyAsync
28.8692s  36.837us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [802])
28.8693s  5.9970us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [803])
28.8693s  98.636ms  cudaMemcpyAsync
28.9875s  38.743us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [805])
28.9875s  5.5780us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [806])
28.9876s  107.15ms  cudaMemcpyAsync
29.1139s  36.271us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [808])
29.1140s  6.4480us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [809])
29.1140s  101.36ms  cudaMemcpyAsync
29.2345s  37.364us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [811])
29.2346s  6.1040us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [812])
29.2346s  102.41ms  cudaMemcpyAsync
29.3564s  41.627us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [814])
29.3564s  8.2180us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [815])
29.3564s  100.36ms  cudaMemcpyAsync
29.4759s  31.196us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [817])
29.4760s  6.1090us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [818])
29.4760s  102.69ms  cudaMemcpyAsync
29.5978s  37.116us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [820])
29.5979s  6.1940us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [821])
29.5979s  101.06ms  cudaMemcpyAsync
29.7183s  39.595us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [823])
29.7184s  6.3510us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [824])
29.7184s  101.77ms  cudaMemcpyAsync
29.8397s  38.222us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [826])
29.8398s  6.3270us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [827])
29.8398s  101.93ms  cudaMemcpyAsync
29.9611s  38.366us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [829])
29.9612s  6.0220us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [830])
29.9612s  102.90ms  cudaMemcpyAsync
30.0834s  36.845us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [832])
30.0835s  5.9400us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [833])
30.0835s  101.21ms  cudaMemcpyAsync
30.2040s  36.144us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [835])
30.2040s  5.9690us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [836])
30.2040s  101.68ms  cudaMemcpyAsync
30.3249s  32.872us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [838])
30.3249s  6.4720us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [839])
30.3249s  102.19ms  cudaMemcpyAsync
30.4465s  36.114us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [841])
30.4465s  5.9950us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [842])
30.4465s  101.75ms  cudaMemcpyAsync
30.5676s  42.185us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [844])
30.5677s  6.3610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [845])
30.5677s  102.66ms  cudaMemcpyAsync
30.6896s  35.570us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [847])
30.6896s  6.5030us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [848])
30.6896s  102.14ms  cudaMemcpyAsync
30.8111s  35.200us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [850])
30.8111s  6.4360us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [851])
30.8112s  102.11ms  cudaMemcpyAsync
30.9325s  37.660us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [853])
30.9325s  6.2320us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [854])
30.9326s  102.22ms  cudaMemcpyAsync
31.0542s  37.677us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [856])
31.0542s  6.5200us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [857])
31.0542s  101.25ms  cudaMemcpyAsync
31.1747s  41.929us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [859])
31.1748s  7.3710us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [860])
31.1748s  103.12ms  cudaMemcpyAsync
31.2973s  36.911us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [862])
31.2973s  6.1420us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [863])
31.2973s  102.29ms  cudaMemcpyAsync
31.4190s  35.463us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [865])
31.4190s  6.3990us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [866])
31.4190s  101.58ms  cudaMemcpyAsync
31.5398s  39.164us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [868])
31.5399s  6.7980us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [869])
31.5399s  101.71ms  cudaMemcpyAsync
31.6610s  34.413us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [871])
31.6610s  6.0830us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [872])
31.6610s  101.39ms  cudaMemcpyAsync
31.7817s  38.078us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [874])
31.7818s  6.3500us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [875])
31.7818s  101.79ms  cudaMemcpyAsync
31.9029s  38.009us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [877])
31.9029s  6.2880us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [878])
31.9029s  101.42ms  cudaMemcpyAsync
32.0235s  32.312us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [880])
32.0236s  6.7620us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [881])
32.0236s  101.87ms  cudaMemcpyAsync
32.1448s  37.124us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [883])
32.1449s  6.3700us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [884])
32.1449s  101.49ms  cudaMemcpyAsync
32.2656s  36.985us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [886])
32.2656s  5.8110us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [887])
32.2656s  101.08ms  cudaMemcpyAsync
32.3860s  36.656us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [889])
32.3860s  6.2870us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [890])
32.3860s  101.40ms  cudaMemcpyAsync
32.5065s  31.956us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [892])
32.5066s  5.6220us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [893])
32.5066s  102.71ms  cudaMemcpyAsync
32.6285s  37.680us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [895])
32.6285s  5.9390us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [896])
32.6285s  101.63ms  cudaMemcpyAsync
32.7495s  53.354us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [898])
32.7495s  7.7530us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [899])
32.7495s  102.35ms  cudaMemcpyAsync
32.8712s  37.249us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [901])
32.8712s  6.6000us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [902])
32.8712s  101.89ms  cudaMemcpyAsync
32.9925s  40.726us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [904])
32.9926s  6.5310us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [905])
32.9926s  102.04ms  cudaMemcpyAsync
33.1138s  35.739us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [907])
33.1139s  6.4860us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [908])
33.1139s  100.70ms  cudaMemcpyAsync
33.2338s  35.462us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [910])
33.2338s  6.3620us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [911])
33.2338s  102.30ms  cudaMemcpyAsync
33.3557s  38.896us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [913])
33.3557s  6.3210us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [914])
33.3557s  100.90ms  cudaMemcpyAsync
33.4759s  44.645us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [916])
33.4760s  6.5900us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [917])
33.4760s  102.40ms  cudaMemcpyAsync
33.5978s  39.020us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [919])
33.5978s  6.6840us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [920])
33.5978s  100.85ms  cudaMemcpyAsync
33.7179s  37.917us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [922])
33.7180s  6.5300us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [923])
33.7180s  101.72ms  cudaMemcpyAsync
33.8389s  38.030us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [925])
33.8389s  6.1180us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [926])
33.8390s  102.01ms  cudaMemcpyAsync
33.9603s  41.686us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [928])
33.9604s  11.000us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [929])
33.9604s  100.05ms  cudaMemcpyAsync
34.0797s  40.836us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [931])
34.0798s  6.6670us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [932])
34.0798s  101.25ms  cudaMemcpyAsync
34.2003s  36.137us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [934])
34.2003s  6.1600us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [935])
34.2003s  100.99ms  cudaMemcpyAsync
34.3206s  37.257us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [937])
34.3206s  6.2480us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [938])
34.3206s  101.03ms  cudaMemcpyAsync
34.4408s  33.763us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [940])
34.4408s  6.0440us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [941])
34.4409s  102.17ms  cudaMemcpyAsync
34.5624s  35.320us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [943])
34.5624s  6.2010us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [944])
34.5624s  101.87ms  cudaMemcpyAsync
34.6835s  35.706us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [946])
34.6836s  6.0300us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [947])
34.6836s  102.06ms  cudaMemcpyAsync
34.8050s  37.432us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [949])
34.8050s  6.3030us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [950])
34.8050s  101.07ms  cudaMemcpyAsync
34.9256s  37.641us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [952])
34.9257s  6.5500us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [953])
34.9257s  101.71ms  cudaMemcpyAsync
35.0468s  37.049us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [955])
35.0469s  6.0540us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [956])
35.0469s  101.15ms  cudaMemcpyAsync
35.1673s  36.747us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [958])
35.1673s  6.3680us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [959])
35.1673s  101.72ms  cudaMemcpyAsync
35.2883s  35.679us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [961])
35.2883s  6.1960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [962])
35.2883s  101.39ms  cudaMemcpyAsync
35.4090s  45.224us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [964])
35.4091s  7.3530us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [965])
35.4091s  101.73ms  cudaMemcpyAsync
35.5301s  36.586us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [967])
35.5301s  6.1060us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [968])
35.5301s  101.13ms  cudaMemcpyAsync
35.6506s  36.364us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [970])
35.6506s  6.0200us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [971])
35.6506s  101.87ms  cudaMemcpyAsync
35.7719s  38.709us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [973])
35.7719s  6.5220us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [974])
35.7719s  101.34ms  cudaMemcpyAsync
35.8926s  48.180us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [976])
35.8927s  7.5540us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [977])
35.8927s  101.94ms  cudaMemcpyAsync
36.0142s  37.562us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [979])
36.0142s  6.6770us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [980])
36.0143s  101.91ms  cudaMemcpyAsync
36.1354s  39.305us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [982])
36.1355s  6.4520us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [983])
36.1355s  101.22ms  cudaMemcpyAsync
36.2559s  43.428us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [985])
36.2560s  6.5500us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [986])
36.2560s  101.96ms  cudaMemcpyAsync
36.3773s  35.836us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [988])
36.3773s  5.9720us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [989])
36.3773s  101.73ms  cudaMemcpyAsync
36.4983s  36.640us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [991])
36.4983s  5.6880us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [992])
36.4983s  101.36ms  cudaMemcpyAsync
36.6189s  37.274us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [994])
36.6190s  6.0590us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [995])
36.6190s  101.27ms  cudaMemcpyAsync
36.7393s  32.969us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [997])
36.7393s  6.3030us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [998])
36.7393s  101.86ms  cudaMemcpyAsync
36.8604s  35.713us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1000])
36.8604s  6.5790us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1001])
36.8604s  101.71ms  cudaMemcpyAsync
36.9813s  35.796us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1003])
36.9813s  6.0220us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1004])
36.9813s  101.34ms  cudaMemcpyAsync
37.1018s  34.307us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1006])
37.1018s  5.9560us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1007])
37.1018s  101.77ms  cudaMemcpyAsync
37.2226s  33.341us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1009])
37.2226s  5.8940us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1010])
37.2226s  101.18ms  cudaMemcpyAsync
37.3430s  72.774us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1012])
37.3431s  6.1300us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1013])
37.3431s  100.68ms  cudaMemcpyAsync
37.4628s  35.642us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1015])
37.4628s  5.7690us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1016])
37.4628s  101.50ms  cudaMemcpyAsync
37.5886s  44.971us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1018])
37.5886s  6.7490us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1019])
37.5886s  101.64ms  cudaMemcpyAsync
37.7093s  48.288us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1021])
37.7094s  7.9630us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1022])
37.7094s  103.40ms  cudaMemcpyAsync
37.8319s  37.374us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1024])
37.8319s  6.1610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1025])
37.8319s  101.94ms  cudaMemcpyAsync
37.9530s  45.282us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1027])
37.9530s  6.3930us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1028])
37.9530s  101.91ms  cudaMemcpyAsync
38.0740s  36.994us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1030])
